Дата,Открытие,Макс,Мин,Закрытие,      
20/11/18,110440,110510,110400,110510,
20/11/18,110500,110530,110490,110490,
20/11/18,110490,110500,110410,110490,
20/11/18,110490,110510,110440,110480,
20/11/18,110460,110560,110450,110540,
20/11/18,110550,110590,110540,110570,
20/11/18,110570,110580,110530,110540,
20/11/18,110550,110550,110330,110350,
20/11/18,110360,110390,110330,110340,
20/11/18,110330,110370,110260,110310,
20/11/18,110300,110340,110250,110280,
20/11/18,110280,110350,110270,110320,
20/11/18,110320,110360,110280,110320,
20/11/18,110320,110430,110310,110430,
20/11/18,110410,110440,110360,110440,
20/11/18,110420,110480,110420,110460,
20/11/18,110460,110480,110380,110390,
20/11/18,110380,110410,110350,110390,
20/11/18,110360,110370,110300,110300,
20/11/18,110300,110310,110230,110260,
20/11/18,110250,110300,110240,110300,
20/11/18,110300,110390,110300,110340,
20/11/18,110330,110370,110300,110340,
20/11/18,110330,110340,110270,110290,
20/11/18,110300,110360,110300,110310,
20/11/18,110310,110320,110220,110280,
20/11/18,110300,110410,110280,110320,
20/11/18,110310,110310,110260,110310,
20/11/18,110330,110360,110300,110310,
20/11/18,110300,110300,110150,110230,
20/11/18,110230,110290,110190,110280,
20/11/18,110260,110310,110240,110260,
20/11/18,110240,110260,110220,110250,
20/11/18,110250,110260,110200,110220,
20/11/18,110220,110250,110150,110250,
20/11/18,110240,110320,110240,110300,
20/11/18,110300,110320,110240,110250,
20/11/18,110250,110270,110150,110180,
20/11/18,110170,110220,110150,110220,
20/11/18,110220,110270,110210,110260,
20/11/18,110260,110330,110250,110250,
20/11/18,110250,110280,110230,110260,
20/11/18,110260,110360,110240,110340,
20/11/18,110340,110430,110310,110420,
20/11/18,110400,110440,110380,110410,
20/11/18,110410,110430,110400,110430,
20/11/18,110410,110470,110370,110460,
20/11/18,110470,110480,110430,110440,
20/11/18,110430,110430,110360,110380,
20/11/18,110380,110410,110360,110380,
20/11/18,110380,110400,110340,110350,
20/11/18,110370,110370,110320,110340,
20/11/18,110340,110360,110320,110340,
20/11/18,110350,110380,110260,110300,
20/11/18,110290,110300,110270,110300,
20/11/18,110300,110360,110290,110290,
20/11/18,110280,110370,110260,110360,
20/11/18,110340,110450,110340,110430,
20/11/18,110440,110450,110350,110360,
20/11/18,110370,110390,110280,110290,
20/11/18,110290,110310,110280,110280,
20/11/18,110270,110300,110260,110300,
20/11/18,110300,110350,110280,110290,
20/11/18,110290,110320,110290,110300,
20/11/18,110300,110440,110290,110440,
20/11/18,110430,110430,110380,110410,
20/11/18,110420,110460,110420,110440,
20/11/18,110430,110460,110420,110440,
20/11/18,110430,110440,110380,110390,
20/11/18,110390,110400,110370,110400,
20/11/18,110400,110420,110340,110350,
20/11/18,110360,110390,110350,110350,
20/11/18,110360,110370,110340,110350,
20/11/18,110350,110370,110290,110290,
20/11/18,110290,110310,110250,110270,
20/11/18,110250,110260,110140,110200,
20/11/18,110200,110220,110130,110140,
20/11/18,110140,110210,110140,110200,
20/11/18,110190,110220,110160,110190,
20/11/18,110200,110220,110180,110220,
20/11/18,110210,110220,110180,110190,
20/11/18,110190,110220,110180,110220,
20/11/18,110200,110250,110190,110230,
20/11/18,110230,110250,110210,110210,
20/11/18,110220,110300,110220,110270,
20/11/18,110270,110270,110210,110230,
20/11/18,110220,110220,110170,110180,
20/11/18,110170,110190,110130,110150,
20/11/18,110150,110180,110110,110170,
20/11/18,110170,110170,110120,110150,
20/11/18,110140,110220,110130,110210,
20/11/18,110200,110230,110160,110170,
20/11/18,110180,110290,110180,110290,
20/11/18,110280,110330,110220,110220,
20/11/18,110230,110240,110180,110200,
20/11/18,110200,110210,110100,110110,
20/11/18,110120,110130,110080,110080,
20/11/18,110090,110100,110050,110050,
20/11/18,110060,110090,110010,110010,
20/11/18,110020,110120,110020,110100,
20/11/18,110100,110140,110090,110100,
20/11/18,110100,110120,110090,110120,
20/11/18,110120,110120,110070,110120,
20/11/18,110100,110220,110100,110220,
20/11/18,110210,110220,110130,110130,
20/11/18,110130,110170,110110,110160,
20/11/18,110150,110170,110100,110120,
20/11/18,110130,110250,110100,110230,
20/11/18,110230,110260,110200,110250,
20/11/18,110260,110280,110230,110250,
20/11/18,110240,110250,110210,110220,
20/11/18,110220,110230,110190,110190,
20/11/18,110200,110280,110180,110280,
20/11/18,110280,110300,110230,110240,
20/11/18,110230,110280,110200,110220,
20/11/18,110230,110230,110180,110220,
20/11/18,110220,110240,110200,110220,
20/11/18,110210,110250,110150,110170,
20/11/18,110160,110200,110150,110180,
20/11/18,110190,110270,110190,110260,
20/11/18,110250,110370,110250,110340,
20/11/18,110360,110360,110280,110280,
20/11/18,110280,110350,110280,110330,
20/11/18,110340,110340,110270,110270,
20/11/18,110300,110400,110290,110390,
20/11/18,110380,110410,110330,110330,
20/11/18,110350,110410,110330,110410,
20/11/18,110400,110530,110380,110480,
20/11/18,110490,110540,110480,110510,
20/11/18,110500,110510,110430,110440,
20/11/18,110460,110460,110410,110440,
20/11/18,110460,110490,110410,110450,
20/11/18,110460,110460,110380,110410,
20/11/18,110430,110430,110360,110400,
20/11/18,110400,110460,110400,110410,
20/11/18,110400,110420,110350,110350,
20/11/18,110350,110350,110280,110310,
20/11/18,110300,110330,110290,110330,
20/11/18,110340,110390,110330,110390,
20/11/18,110360,110400,110310,110320,
20/11/18,110310,110360,110250,110250,
20/11/18,110250,110320,110240,110250,
20/12/18,108550,108780,108210,108500,
20/12/18,108500,108500,108320,108470,
20/12/18,108500,108750,108500,108700,
20/12/18,108720,108840,108700,108820,
20/12/18,108830,108890,108780,108890,
20/12/18,108890,108990,108840,108960,
20/12/18,108940,108970,108860,108880,
20/12/18,108880,108920,108850,108900,
20/12/18,108910,108930,108870,108880,
20/12/18,108890,108940,108870,108930,
20/12/18,108940,109000,108930,108980,
20/12/18,108980,109060,108980,109030,
20/12/18,109040,109160,109040,109160,
20/12/18,109140,109150,109020,109040,
20/12/18,109040,109060,109010,109030,
20/12/18,109030,109050,108980,108990,
20/12/18,109010,109040,108980,109000,
20/12/18,109000,109030,108990,108990,
20/12/18,108990,109030,108980,109020,
20/12/18,109000,109030,108980,109010,
20/12/18,109020,109030,108980,108990,
20/12/18,109020,109050,109010,109030,
20/12/18,109040,109100,109020,109100,
20/12/18,109090,109180,109060,109180,
20/12/18,109170,109180,109120,109150,
20/12/18,109130,109160,109120,109160,
20/12/18,109160,109160,109120,109140,
20/12/18,109140,109140,109040,109040,
20/12/18,109040,109050,108810,108840,
20/12/18,108830,108840,108760,108780,
20/12/18,108780,108790,108590,108730,
20/12/18,108730,108760,108710,108760,
20/12/18,108760,108910,108760,108910,
20/12/18,108900,108940,108860,108870,
20/12/18,108860,108860,108750,108770,
20/12/18,108760,108780,108720,108780,
20/12/18,108780,108790,108750,108790,
20/12/18,108780,108850,108780,108850,
20/12/18,108830,108880,108810,108850,
20/12/18,108850,108870,108770,108830,
20/12/18,108830,108880,108760,108850,
20/12/18,108850,108870,108820,108870,
20/12/18,108850,108890,108810,108830,
20/12/18,108830,108900,108800,108810,
20/12/18,108790,108910,108790,108880,
20/12/18,108900,108940,108830,108940,
20/12/18,108920,108940,108900,108910,
20/12/18,108910,108940,108870,108880,
20/12/18,108890,108910,108850,108900,
20/12/18,108900,108930,108830,108920,
20/12/18,108930,108940,108880,108890,
20/12/18,108910,108920,108860,108870,
20/12/18,108870,108940,108830,108940,
20/12/18,108910,108930,108880,108890,
20/12/18,108910,108920,108890,108890,
20/12/18,108890,108890,108830,108860,
20/12/18,108860,108860,108800,108800,
20/12/18,108800,108830,108780,108800,
20/12/18,108810,108860,108800,108860,
20/12/18,108850,108850,108800,108820,
20/12/18,108820,108820,108720,108720,
20/12/18,108720,108720,108630,108650,
20/12/18,108660,108670,108620,108660,
20/12/18,108650,108660,108570,108590,
20/12/18,108600,108610,108480,108540,
20/12/18,108540,108550,108460,108540,
20/12/18,108540,108630,108520,108550,
20/12/18,108550,108660,108510,108650,
20/12/18,108640,108760,108620,108700,
20/12/18,108710,108820,108690,108740,
20/12/18,108740,108830,108620,108780,
20/12/18,108780,108870,108740,108870,
20/12/18,108860,108870,108820,108850,
20/12/18,108840,108900,108830,108880,
20/12/18,108880,108890,108630,108710,
20/12/18,108700,108770,108700,108740,
20/12/18,108760,108790,108740,108760,
20/12/18,108760,108760,108650,108650,
20/12/18,108650,108690,108610,108650,
20/12/18,108650,108660,108620,108620,
20/12/18,108620,108630,108560,108590,
20/12/18,108580,108590,108450,108450,
20/12/18,108470,108480,108380,108380,
20/12/18,108380,108400,108280,108360,
20/12/18,108350,108400,108350,108380,
20/12/18,108390,108400,108370,108400,
20/12/18,108400,108400,108240,108250,
20/12/18,108240,108260,107900,107940,
20/12/18,107940,108040,107910,108040,
20/12/18,108040,108070,107920,108030,
20/12/18,108030,108190,108020,108170,
20/12/18,108170,108200,108170,108180,
20/12/18,108200,108360,108170,108350,
20/12/18,108350,108390,108310,108360,
20/12/18,108340,108370,108320,108330,
20/12/18,108340,108350,108270,108310,
20/12/18,108310,108310,108250,108260,
20/12/18,108260,108320,108230,108320,
20/12/18,108320,108350,108290,108330,
20/12/18,108350,108350,108320,108340,
20/12/18,108340,108430,108340,108400,
20/12/18,108400,108560,108400,108500,
20/12/18,108510,108550,108470,108550,
20/12/18,108550,108640,108550,108620,
20/12/18,108630,108760,108630,108760,
20/12/18,108760,108800,108690,108730,
20/12/18,108730,108750,108690,108700,
20/12/18,108710,108710,108660,108680,
20/12/18,108680,108710,108640,108690,
20/12/18,108680,108730,108650,108690,
20/12/18,108690,108700,108590,108610,
20/12/18,108620,108670,108600,108650,
20/12/18,108670,108670,108610,108620,
20/12/18,108620,108630,108590,108590,
20/12/18,108600,108620,108580,108600,
20/12/18,108580,108590,108520,108530,
20/12/18,108520,108520,108230,108340,
20/12/18,108330,108340,108070,108270,
20/12/18,108260,108420,108170,108210,
20/12/18,108240,108420,108240,108380,
20/12/18,108380,108400,108130,108190,
20/12/18,108190,108440,108160,108340,
20/12/18,108330,108330,108150,108220,
20/12/18,108200,108200,108120,108120,
20/12/18,108110,108150,107980,108090,
20/12/18,108090,108320,108070,108250,
20/12/18,108240,108310,108210,108280,
20/12/18,108280,108290,108230,108280,
20/12/18,108280,108320,108270,108320,
20/12/18,108320,108360,108290,108340,
20/12/18,108330,108360,108320,108360,
20/12/18,108360,108400,108360,108380,
20/12/18,108400,108500,108370,108420,
20/12/18,108440,108490,108440,108480,
20/12/18,108480,108510,108470,108480,
20/12/18,108490,108510,108470,108500,
20/12/18,108500,108500,108450,108470,
20/12/18,108460,108480,108440,108470,
20/12/18,108480,108480,108430,108430,
20/12/18,108430,108490,108420,108490,
20/12/18,108490,108570,108480,108570,
20/12/18,108570,108630,108570,108620,
20/12/18,108630,108710,108620,108680,
20/12/18,108680,108750,108670,108740,
20/12/18,108720,108750,108700,108710,
20/12/18,108720,108820,108720,108810,
20/12/18,108810,108830,108690,108710,
20/12/18,108700,108790,108690,108750,
20/12/18,108750,108800,108670,108750,
20/12/18,108730,108790,108700,108760,
20/12/18,108760,108790,108730,108760,
20/12/18,108750,108790,108720,108730,
20/12/18,108740,108770,108690,108690,
20/12/18,108690,108760,108680,108750,
20/12/18,108750,108770,108640,108660,
20/12/18,108640,108720,108630,108710,
20/12/18,108690,108800,108690,108770,
20/12/18,108770,108790,108740,108790,
20/12/18,108780,108870,108780,108850,
20/12/18,108860,108900,108820,108870,
20/12/18,108870,108900,108850,108880,
20/12/18,108860,108920,108680,108870,
20/12/18,108860,108880,108800,108840,
20/12/18,108840,108970,108840,108970,
20/12/18,108970,109000,108930,108950,
20/12/18,108950,108990,108940,108950,
20/12/18,108950,108950,108770,108840,
20/12/18,108830,108880,108790,108860,
20/12/18,108870,108870,108820,108860,
20/12/18,108860,108870,108830,108830,
20/12/18,108830,108830,108780,108780,
20/12/18,108790,108830,108770,108820,
20/12/18,108800,108840,108770,108780,
20/12/18,108790,108840,108790,108830,
20/12/18,108830,108860,108820,108860,
20/12/18,108860,108920,108860,108920,
20/12/18,108920,108990,108900,108960,
20/12/18,108960,108980,108930,108930,
20/12/18,108930,108950,108910,108920,
20/12/18,108920,108920,108900,108900,
20/12/18,108920,109120,108900,109100,
20/12/18,109080,109150,109050,109050,
20/12/18,109060,109110,109040,109070,
20/12/18,109090,109170,109070,109160,
20/12/18,109160,109170,109120,109150,
20/12/18,109150,109200,109120,109120,
20/12/18,109130,109140,109090,109100,
20/12/18,109120,109130,109060,109070,
20/12/18,109070,109080,108920,108960,
20/12/18,108950,109090,108930,109060,
20/12/18,109050,109060,109000,109030,
20/12/18,109040,109060,109000,109020,
20/12/18,109010,109060,109000,109050,
20/12/18,109060,109070,109040,109070,
20/12/18,109060,109100,109060,109090,
20/12/18,109100,109180,109100,109140,
20/12/18,109160,109180,109150,109170,
20/12/18,109180,109260,109170,109260,
20/12/18,109260,109270,109200,109230,
20/12/18,109250,109270,109220,109250,
20/12/18,109250,109310,109230,109270,
20/12/18,109270,109310,109270,109290,
20/12/18,109290,109300,109270,109290,
20/12/18,109290,109310,109290,109290,
20/12/18,109300,109300,109250,109270,
20/12/18,109280,109280,109270,109270,
20/12/18,109280,109320,109280,109300,
20/12/18,109300,109320,109270,109290,
20/12/18,109270,109270,109250,109250,
20/12/18,109250,109260,109180,109180,
20/12/18,109180,109310,109180,109310,
20/12/18,109300,109330,109280,109280,
20/12/18,109280,109310,109260,109310,
20/12/18,109310,109320,109300,109300,
20/12/18,109300,109310,109300,109300,
20/12/18,109310,109320,109300,109310,
20/12/18,109320,109330,109300,109310,
20/12/18,109320,109330,109310,109320,
20/12/18,109330,109400,109300,109380,
20/12/18,109390,109410,109370,109410,
20/12/18,109400,109410,109360,109360,
20/12/18,109370,109390,109330,109330,
20/12/18,109330,109350,109310,109330,
20/12/18,109330,109330,109300,109310,
20/12/18,109310,109320,109270,109280,
20/12/18,109290,109310,109260,109290,
20/12/18,109300,109310,109280,109290,
20/12/18,109280,109290,109190,109210,
20/12/18,109230,109230,109140,109180,
20/12/18,109180,109200,109150,109150,
20/12/18,109150,109150,108840,109030,
20/12/18,109030,109050,108900,108940,
20/12/18,108940,108960,108910,108920,
20/12/18,108920,109000,108910,109000,
20/12/18,109000,109110,108980,109070,
20/12/18,109080,109100,109080,109090,
20/12/18,109100,109120,109090,109110,
20/12/18,109120,109140,109100,109100,
20/12/18,109120,109170,109120,109160,
20/12/18,109160,109210,109150,109200,
20/12/18,109200,109300,109060,109270,
20/12/18,109280,109300,109240,109270,
20/12/18,109270,109310,109270,109290,
20/12/18,109290,109320,109290,109320,
20/12/18,109310,109330,109290,109310,
20/12/18,109290,109350,109290,109350,
20/12/18,109340,109350,109320,109340,
20/12/18,109350,109360,109340,109360,
20/12/18,109360,109360,109330,109360,
20/12/18,109350,109370,109350,109370,
20/12/18,109370,109380,109360,109370,
20/12/18,109380,109390,109360,109390,
20/12/18,109380,109390,109370,109390,
20/12/18,109380,109400,109330,109350,
20/12/18,109360,109390,109350,109380,
20/12/18,109390,109410,109390,109410,
20/12/18,109400,109410,109400,109410,
20/12/18,109400,109420,109400,109410,
20/12/18,109420,109420,109380,109410,
20/12/18,109410,109440,109390,109440,
20/12/18,109440,109450,109420,109430,
20/12/18,109440,109450,109340,109390,
20/12/18,109390,109390,109300,109310,
20/12/18,109310,109360,109310,109340,
20/12/18,109340,109400,109330,109340,
20/12/18,109360,109420,109350,109370,
20/12/18,109390,109390,109310,109320,
20/12/18,109320,109350,109320,109350,
20/12/18,109370,109420,109370,109420,
20/12/18,109420,109440,109410,109440,
20/12/18,109450,109460,109440,109460,
20/12/18,109450,109460,109440,109440,
20/12/18,109450,109470,109450,109470,
20/12/18,109470,109480,109460,109480,
20/12/18,109480,109490,109460,109480,
20/12/18,109480,109490,109460,109460,
20/12/18,109470,109500,109450,109500,
20/12/18,109500,109500,109480,109490,
20/12/18,109490,109500,109450,109450,
20/12/18,109450,109460,109450,109460,
20/12/18,109450,109470,109450,109460,
20/12/18,109460,109470,109450,109450,
20/12/18,109450,109470,109440,109470,
20/12/18,109460,109470,109450,109450,
20/12/18,109450,109460,109450,109450,
20/12/18,109450,109460,109440,109450,
20/12/18,109450,109460,109440,109450,
20/12/18,109460,109460,109410,109410,
20/12/18,109400,109450,109390,109410,
20/12/18,109410,109410,109390,109410,
20/12/18,109390,109460,109390,109420,
20/12/18,109420,109420,109390,109390,
20/12/18,109400,109400,109370,109370,
20/12/18,109370,109380,109350,109380,
20/12/18,109370,109380,109360,109360,
20/12/18,109360,109360,109340,109340,
20/12/18,109340,109350,109310,109330,
20/12/18,109320,109340,109320,109320,
20/12/18,109340,109380,109330,109370,
20/12/18,109370,109410,109370,109400,
20/12/18,109410,109450,109410,109430,
20/12/18,109440,109440,109420,109430,
20/12/18,109430,109440,109430,109430,
20/12/18,109450,109470,109430,109460,
20/12/18,109460,109500,109460,109500,
20/12/18,109500,109600,109500,109590,
20/12/18,109580,109610,109560,109560,
20/12/18,109580,109620,109560,109600,
20/12/18,109600,109620,109580,109580,
20/12/18,109590,109630,109570,109630,
20/12/18,109620,109640,109620,109640,
20/12/18,109640,109650,109630,109640,
20/12/18,109640,109650,109530,109560,
20/12/18,109560,109600,109530,109580,
20/12/18,109570,109580,109570,109570,
20/12/18,109570,109570,109540,109540,
20/12/18,109540,109540,109470,109480,
20/12/18,109490,109500,109480,109480,
20/12/18,109470,109480,109470,109480,
20/12/18,109480,109500,109480,109480,
20/12/18,109500,109570,109480,109570,
20/12/18,109550,109570,109530,109560,
20/12/18,109560,109570,109550,109560,
20/12/18,109560,109580,109530,109530,
20/12/18,109530,109570,109520,109530,
20/12/18,109540,109550,109530,109550,
20/12/18,109530,109550,109480,109480,
20/12/18,109470,109470,109410,109410,
20/12/18,109410,109440,109410,109430,
20/12/18,109430,109440,109420,109420,
20/12/18,109420,109430,109410,109420,
20/12/18,109430,109430,109410,109410,
20/12/18,109420,109430,109400,109410,
20/12/18,109420,109430,109410,109420,
20/12/18,109430,109430,109410,109420,
20/12/18,109430,109430,109410,109430,
20/12/18,109430,109430,109410,109410,
20/12/18,109420,109430,109410,109410,
20/12/18,109420,109430,109420,109430,
20/12/18,109440,109440,109430,109430,
20/12/18,109430,109440,109420,109440,
20/12/18,109440,109440,109420,109430,
20/12/18,109430,109430,109410,109420,
20/12/18,109420,109430,109420,109420,
20/12/18,109420,109420,109400,109400,
20/12/18,109400,109420,109360,109390,
20/12/18,109390,109400,109380,109390,
20/12/18,109390,109400,109390,109400,
20/12/18,109390,109400,109390,109400,
20/12/18,109400,109400,109390,109390,
20/12/18,109400,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109390,109390,109390,
20/12/18,109400,109400,109390,109390,
20/12/18,109390,109400,109390,109400,
20/12/18,109400,109400,109390,109400,
20/12/18,109400,109400,109390,109400,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109400,109390,109390,
20/12/18,109390,109390,109390,109390,
20/12/18,109400,109400,109390,109400,
20/12/18,109390,109390,109380,109390,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109380,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109390,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109390,109390,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109390,109390,
20/12/18,109390,109390,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109380,109380,
20/12/18,109390,109390,109390,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109390,109390,109390,109390,
20/12/18,109380,109380,109380,109380,
20/12/18,109380,109390,109380,109390,
20/12/18,109380,109390,109380,109390,
20/12/18,109390,109390,109390,109390,
20/12/18,109390,109390,109380,109380,

